topic,category,rank,paper_key,short_citation,title,authors,year,venue,paper_type,role_in_topic,source_or_lookup_url,confidence,notes
enigma,inference,5,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,additional pipeline/dataset/reference,https://doi.org/10.1038/s41586-022-04492-9,medium,
enigma,inference,6,Kochunov_2020,Kochunov et al. (2020),ENIGMA‐DTI: Translating reproducible white matter deficits into personalized vulnerability metrics in cross‐diagnostic psychiatric research,Kochunov et al.,2020,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.24998,medium,auto 2020+; verify
enigma,inference,7,Gleichgerrcht_2021,Gleichgerrcht et al. (2021),Artificial intelligence for classification of temporal lobe epilepsy with ROI-level MRI data: A worldwide ENIGMA-Epilepsy study,Gleichgerrcht et al.,2021,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2021.102765,medium,auto 2020+; verify
epilepsy,phenotype,1,EEGLAB_2004,Delorme & Makeig (2004),EEGLAB: an open source toolbox for analysis of single-trial EEG dynamics,Delorme & Makeig,2004,Journal of Neuroscience Methods,EEG pipeline / toolbox,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.jneumeth.2003.10.009,high,
epilepsy,phenotype,2,FieldTrip_2011,Oostenveld et al. (2011),"FieldTrip: Open source software for advanced analysis of MEG, EEG, and invasive electrophysiological data",Oostenveld et al.,2011,Computational Intelligence and Neuroscience,M/EEG pipeline / toolbox,"pipeline, benchmark, or second anchor",https://doi.org/10.1155/2011/156869,high,
epilepsy,phenotype,3,MNEPython_2013,Gramfort et al. (2013),MEG and EEG data analysis with MNE-Python,Gramfort et al.,2013,Frontiers in Neuroscience,M/EEG pipeline / Python,"validation, caveat, or task template",https://doi.org/10.3389/fnins.2013.00267,high,
epilepsy,phenotype,4,Brainstorm_2011,Tadel et al. (2011),Brainstorm: A user-friendly application for MEG/EEG analysis,Tadel et al.,2011,Computational Intelligence and Neuroscience,M/EEG pipeline / GUI,robustness / evaluation / cross-topic bridge,https://doi.org/10.1155/2011/879716,high,
epilepsy,phenotype,5,COBIDAS_MEEG_2020,Pernet et al. (2020),Issues and recommendations from the OHBM COBIDAS MEEG committee for reproducible EEG and MEG research,Pernet et al.,2020,Nature Neuroscience,M/EEG reproducibility guideline,additional pipeline/dataset/reference,https://doi.org/10.1038/s41593-020-00709-0,medium,
epilepsy,phenotype,6,Hashemi_2020,Hashemi et al. (2020),The Bayesian Virtual Epileptic Patient: A probabilistic framework designed to infer the spatial map of epileptogenicity in a personalized large-scale brain model of epilepsy spread,Hashemi et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116839,medium,auto 2020+; verify
epilepsy,phenotype,7,RodrguezCruces_2020,RodrguezCruces et al. (2020),Multidimensional associations between cognition and connectome organization in temporal lobe epilepsy,RodrguezCruces et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.116706,medium,auto 2020+; verify
episodic memory,phenotype,1,Yushkevich_ASHS_2015,Yushkevich et al. (2015),Automated segmentation of hippocampal subfields from high-resolution structural MRI,Yushkevich et al.,2015,Human Brain Mapping,hippocampal subfield segmentation,primary anchor / canonical method or dataset,https://doi.org/10.1002/hbm.22627,medium,
episodic memory,phenotype,2,Jack_AD_2010,Jack et al. (2010),Hypothetical model of dynamic biomarkers of the Alzheimer's pathological cascade,Jack et al.,2010,Lancet Neurology,disease biomarker model,"pipeline, benchmark, or second anchor",https://doi.org/10.1016/S1474-4422(09)70299-6,high,
episodic memory,phenotype,3,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
episodic memory,phenotype,4,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,robustness / evaluation / cross-topic bridge,https://doi.org/10.3389/neuro.06.004.2008,high,
episodic memory,phenotype,5,Fischl_FreeSurfer_2012,Fischl (2012),FreeSurfer,Fischl,2012,NeuroImage,software suite / anatomical pipeline,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2012.01.021,medium,
episodic memory,phenotype,6,Griffiths_2021,Griffiths et al. (2021),Disentangling neocortical alpha/beta and hippocampal theta/gamma oscillations in human episodic memory formation,Griffiths et al.,2021,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2021.118454,medium,auto 2020+; verify
episodic memory,phenotype,7,Eschmann_2020,Eschmann et al. (2020),Improving episodic memory: Frontal-midline theta neurofeedback training increases source memory performance,Eschmann et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117219,medium,auto 2020+; verify
episodic memory,phenotype,8,Rubinstein_2020,Rubinstein et al. (2020),Contribution of left supramarginal and angular gyri to episodic memory encoding: An intracranial EEG study,Rubinstein et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117514,medium,auto 2020+; verify
executive function,phenotype,1,Barch_HCP_Task_2013,Barch et al. (2013),Function in the human connectome: task-fMRI and individual differences in behavior,Barch et al.,2013,NeuroImage,task fMRI battery / HCP,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2013.05.033,medium,
executive function,phenotype,2,Cole_FlexibleHubs_2013,Cole et al. (2013),Multi-task connectivity reveals flexible hubs for adaptive task control,Cole et al.,2013,Nature Neuroscience,task connectivity / hubs,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/nn.3470,high,
executive function,phenotype,3,Dosenbach_Control_2008,Dosenbach et al. (2008),A dual-networks architecture of top-down control,Dosenbach et al.,2008,Trends in Cognitive Sciences,control networks / frontoparietal,"validation, caveat, or task template",https://doi.org/10.1016/j.tics.2008.01.001,medium,
executive function,phenotype,4,Shen_CPM_2017,Shen et al. (2017),Using connectome-based predictive modeling to predict individual behavior from brain connectivity,Shen et al.,2017,Nature Protocols,predictive modeling protocol,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nprot.2016.178,high,
executive function,phenotype,5,Yeo_2011,Yeo et al. (2011),The organization of the human cerebral cortex estimated by intrinsic functional connectivity,Yeo et al.,2011,Journal of Neurophysiology,network atlas / parcellation,additional pipeline/dataset/reference,https://doi.org/10.1152/jn.00338.2011,medium,
executive function,phenotype,6,Cai_2021,Cai et al. (2021),Large‐scale functional network connectivity mediate the associations of gut microbiota with sleep quality and executive functions,Cai et al.,2021,Human Brain Mapping,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1002/hbm.25419,medium,auto 2020+; verify
executive function,phenotype,7,Cordova_2020,Cordova et al. (2020),Heterogeneity of executive function revealed by a functional random forest approach across ADHD and ASD,Cordova et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102245,medium,auto 2020+; verify
executive function,phenotype,8,Boon_2020,Boon et al. (2020),Functional connectivity between resting-state networks reflects decline in executive function in Parkinson’s disease: A longitudinal fMRI study,Boon et al.,2020,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2020.102468,medium,auto 2020+; verify
explainability,inference,1,Haufe_2014,Haufe et al. (2014),On the interpretation of weight vectors of linear models in multivariate neuroimaging,Haufe et al.,2014,NeuroImage,model interpretability,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2013.10.067,high,
explainability,inference,2,Kriegeskorte_RSA_2008,Kriegeskorte et al. (2008),Representational similarity analysis—connecting the branches of systems neuroscience,Kriegeskorte et al.,2008,Frontiers in Systems Neuroscience,RSA / multivariate analysis,"pipeline, benchmark, or second anchor",https://doi.org/10.3389/neuro.06.004.2008,high,
explainability,inference,3,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,"validation, caveat, or task template",https://doi.org/10.1038/nn.4478,high,
explainability,inference,4,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,robustness / evaluation / cross-topic bridge,https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
explainability,inference,5,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2019.02.062,medium,
explainability,inference,6,Camacho_2023,Camacho et al. (2023),Explainable classification of Parkinson’s disease using deep learning trained on a large multi-center database of T1-weighted MRI datasets,Camacho et al.,2023,NeuroImage Clinical,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.nicl.2023.103405,medium,auto 2020+; verify
explainability,inference,7,Tik_2022,Tik et al. (2022),Acute TMS/fMRI response explains offline TMS network effects – An interleaved TMS-fMRI study,Tik et al.,2022,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2022.119833,medium,auto 2020+; verify
explainability,inference,8,Clark_2020,Clark et al. (2020),Does hippocampal volume explain performance differences on hippocampal-dependant tasks?,Clark et al.,2020,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2020.117211,medium,auto 2020+; verify
external validation,inference,1,Varoquaux_CV_2018,Varoquaux (2018),Cross-validation failure: small sample sizes lead to large error bars,Varoquaux,2018,NeuroImage,ML validation / sample size,primary anchor / canonical method or dataset,https://doi.org/10.1016/j.neuroimage.2017.06.061,high,
external validation,inference,2,Marek_BWAS_2022,Marek et al. (2022),Reproducible brain-wide association studies require thousands of individuals,Marek et al.,2022,Nature,sample size / BWAS,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41586-022-04492-9,high,
external validation,inference,3,Dadi_2019,Dadi et al. (2019),Benchmarking functional connectome-based predictive models for resting-state fMRI,Dadi et al.,2019,NeuroImage,benchmark / predictive connectomics,"validation, caveat, or task template",https://doi.org/10.1016/j.neuroimage.2019.02.062,high,
external validation,inference,4,Woo_Biomarkers_2017,Woo et al. (2017),Building better biomarkers: brain models in translational neuroimaging,Woo et al.,2017,Nature Neuroscience,biomarker validation framework,robustness / evaluation / cross-topic bridge,https://doi.org/10.1038/nn.4478,high,
external validation,inference,5,Arbabshirani_2017,Arbabshirani et al. (2017),Single subject prediction of brain disorders in neuroimaging: promises and pitfalls,Arbabshirani et al.,2017,NeuroImage,clinical prediction / pitfalls,additional pipeline/dataset/reference,https://doi.org/10.1016/j.neuroimage.2016.02.079,medium,
external validation,inference,6,Hu_2023,Hu et al. (2023),Deep learning-assisted identification and quantification of aneurysmal subarachnoid hemorrhage in non-contrast CT scans: Development and external validation of Hybrid 2D/3D UNet,Hu et al.,2023,NeuroImage,modern method/tool (2020+),recent method/development (2020+),https://doi.org/10.1016/j.neuroimage.2023.120321,medium,auto 2020+; verify
fmriprep,inference,1,fMRIPrep_2019,Esteban et al. (2019),fMRIPrep: a robust preprocessing pipeline for functional MRI,Esteban et al.,2019,Nature Methods,preprocessing pipeline,primary anchor / canonical method or dataset,https://doi.org/10.1038/s41592-018-0235-4,high,
fmriprep,inference,2,fMRIPrep_Task_2020,Esteban et al. (2020),Analysis of task-based functional MRI data preprocessed with fMRIPrep,Esteban et al.,2020,Nature Protocols,analysis protocol,"pipeline, benchmark, or second anchor",https://doi.org/10.1038/s41596-020-0327-3,high,
fmriprep,inference,3,BIDS_2016,Gorgolewski et al. (2016),"The Brain Imaging Data Structure, a format for organizing and describing outputs of neuroimaging experiments",Gorgolewski et al.,2016,Scientific Data,standard / data organization,"validation, caveat, or task template",https://doi.org/10.1038/sdata.2016.44,high,
